x1,x2,x3,y1,y2,y3,y4,y5,y6,y7,y8,y9
0.413307386,1.477099986,4.2,0.115737539,1.774669836,0.000273829,0.999726171,1.89e-20,0.162451933,0.005224241,0.832323826,0.486097661
0.394172786,1.477099986,3.9,0.115737227,1.755535547,0.000269082,0.999730918,1.46e-20,0.156619143,0.001985198,0.841395659,0.451375186
0.420961228,1.4114511,3.5,0.115744858,1.716667469,0.000385435,0.999614565,1.68e-20,0.171043653,0.006752208,0.82220414,0.405107003
0.378865106,1.460687764,3.4,0.1173778,1.722175069,0.024935498,0.975064502,1.44e-20,0.151770774,6.47e-05,0.848164504,0.399084519
0.378865106,1.4114511,4.3,0.117359893,1.672956311,0.024669994,0.975330006,1.88e-20,0.156254798,5.84e-05,0.843686766,0.504647542
0.363557425,1.312977767,4.2,0.123381631,1.553153558,0.109611771,0.890388229,1.75e-20,0.15458854,4.9e-05,0.845362494,0.51820285
0.401826628,1.395038878,3.0,0.115747315,1.681118189,0.000422885,0.999577115,1.83e-20,0.166717675,0.003454365,0.82982796,0.347241944
0.390345867,1.362214433,3.9,0.115750415,1.636809883,0.000470155,0.999529845,1.89e-20,0.166334205,0.001428376,0.832237419,0.451426619
0.363557425,1.4114511,3.1,0.123381195,1.651627328,0.10960592,0.89039408,1.74e-20,0.145372086,4.58e-05,0.854582069,0.382481706
0.371211264,1.477099986,3.6,0.120351982,1.727959269,0.067938433,0.932061567,1.43e-20,0.145134638,4.2e-05,0.854823382,0.433267136
0.409480467,1.312977767,3.2,0.11576116,1.606697072,0.000633939,0.999366061,1.82e-20,0.17774796,0.005061427,0.817190613,0.370435711
0.409480467,1.526336653,3.1,0.115735096,1.820082025,0.00023658,0.99976342,1.92e-20,0.156934209,0.004457073,0.838608718,0.358778797
0.413307386,1.559161097,2.8,0.115733845,1.856734639,0.00021751,0.99978249,1.42e-20,0.155275319,0.004991816,0.839732865,0.324054767
0.378865106,1.395038878,2.8,0.117460197,1.656443783,0.026156194,0.973843806,1.77e-20,0.157705567,0.000105347,0.842189086,0.328888553
0.413307386,1.509924431,4.1,0.115735297,1.807496522,0.000239646,0.999760354,1.97e-20,0.159503766,0.005128413,0.835367821,0.474514717
0.394172786,1.329389989,3.8,0.115755362,1.607807414,0.000545557,0.999454443,1.89e-20,0.170989673,0.002176231,0.826834096,0.439870375
0.390345867,1.526336653,3.8,0.115734188,1.800948331,0.00022274,0.99977726,1.84e-20,0.151190408,0.0012913,0.847518292,0.439789914
0.363557425,1.444275542,2.8,0.123385777,1.684447192,0.109667391,0.890332609,1.7e-20,0.142534848,4.7e-05,0.85741812,0.345480175
0.413307386,1.329389989,3.5,0.115756676,1.6269407,0.0005656,0.9994344,1.84e-20,0.177182097,0.005707612,0.817110291,0.405148367
0.390345867,1.378626656,2.9,0.115751078,1.653221442,0.000480263,0.999519737,1.84e-20,0.164682294,0.001414504,0.833903202,0.335678128
0.417134308,1.345802211,3.2,0.115755152,1.647181367,0.000542367,0.999457633,1.9e-20,0.176627289,0.006339299,0.817033411,0.370416486
0.413307386,1.345802211,3.7,0.115753126,1.643356472,0.000511478,0.999488522,1.87e-20,0.175416008,0.005648944,0.818935048,0.428286567
0.371211264,1.460687764,4.2,0.120340747,1.711558283,0.067779984,0.932220016,1.44e-20,0.146536976,3.74e-05,0.853425665,0.505431136
0.371211264,1.509924431,2.9,0.120373174,1.760762522,0.068237224,0.931762776,1.42e-20,0.142409515,5.04e-05,0.857540079,0.349082206
0.420961228,1.427863322,2.9,0.115744716,1.733079833,0.000383266,0.999616734,1.81e-20,0.169424004,0.006688201,0.823887794,0.335659678
0.382692025,1.345802211,2.6,0.116101808,1.612392428,0.005810891,0.994189109,1.83e-20,0.165156932,0.000181364,0.834661704,0.3018647
0.367384344,1.329389989,3.3,0.121905505,1.574868828,0.089566155,0.910433845,1.73e-20,0.155806587,6.6e-05,0.844127438,0.402288167
0.405653547,1.312977767,3.6,0.115759076,1.602872236,0.000602177,0.999397823,1.87e-20,0.176508816,0.004350559,0.819140625,0.416732672
0.386518944,1.493512208,4.1,0.115737473,1.764293681,0.000272832,0.999727168,1.5e-20,0.152815029,0.000663655,0.846521316,0.474523639
0.363557425,1.526336653,2.7,0.123371705,1.766522372,0.109478573,0.890521427,1.39e-20,0.135926533,3.88e-05,0.864034714,0.333103603
0.394172786,1.4114511,4.2,0.115743033,1.689880853,0.000357603,0.999642397,1.91e-20,0.162697994,0.002064955,0.835237051,0.486120739
0.371211264,1.542748875,3.0,0.120359896,1.793600244,0.068050029,0.931949971,1.44e-20,0.13981531,4.38e-05,0.860140871,0.361079689
0.378865106,1.4114511,2.6,0.117474767,1.672841436,0.026371857,0.973628143,1.76e-20,0.156144321,0.000110978,0.843744701,0.305434394
0.371211264,1.460687764,4.0,0.120344978,1.71155405,0.067839667,0.932160333,1.44e-20,0.146532974,3.93e-05,0.853427775,0.481379914
0.401826628,1.559161097,3.3,0.115732716,1.845255008,0.000200297,0.999799703,1.88e-20,0.151901977,0.003141044,0.844956979,0.381917964
0.375038186,1.312977767,2.6,0.119016571,1.568999381,0.048895936,0.951104064,1.66e-20,0.16304249,0.000132599,0.836824911,0.309443086
0.394172786,1.329389989,3.5,0.115756206,1.607806569,0.000558424,0.999441576,1.85e-20,0.170988836,0.002176634,0.82683453,0.405146719
0.409480467,1.312977767,2.9,0.115763287,1.606694947,0.000666367,0.999333633,1.79e-20,0.177745858,0.005062447,0.817191695,0.335713533
0.378865106,1.493512208,2.6,0.117427597,1.754949717,0.025673438,0.974326562,1.42e-20,0.148886287,8.52e-05,0.851028491,0.305311753
0.417134308,1.378626656,4.1,0.115747801,1.680013161,0.000430297,0.999569703,1.61e-20,0.17318326,0.006212065,0.820604675,0.474565983
0.378865106,1.526336653,3.4,0.1173557,1.787846058,0.024607812,0.975392188,1.49e-20,0.146217763,5.29e-05,0.85372935,0.399009381
0.375038186,1.477099986,2.7,0.118907536,1.733230636,0.047322237,0.952677763,1.4e-20,0.147704533,7.19e-05,0.852223562,0.321050347
0.420961228,1.559161097,2.9,0.115733931,1.864388394,0.000218811,0.999781189,1.88e-20,0.157501711,0.006212726,0.836285563,0.335628397
0.413307386,1.460687764,4.1,0.115738885,1.758256267,0.000294357,0.999705643,1.9e-20,0.163967093,0.005273596,0.830759311,0.474529428
0.394172786,1.477099986,4.3,0.115737047,1.755535725,0.000266336,0.999733664,1.48e-20,0.156619308,0.00198512,0.841395572,0.497669303
0.367384344,1.460687764,3.3,0.121864049,1.706208061,0.088996176,0.911003824,1.77e-20,0.143855908,4.23e-05,0.856101784,0.402151361
0.401826628,1.345802211,3.2,0.115754117,1.631874719,0.000526581,0.999473419,1.84e-20,0.171741192,0.003561793,0.824697015,0.370413172
0.371211264,1.362214433,3.7,0.120383743,1.613041953,0.068386195,0.931613805,1.72e-20,0.155439654,6e-05,0.844500312,0.44541985
0.378865106,1.345802211,4.2,0.117394083,1.607273233,0.025176866,0.974823134,1.85e-20,0.162602784,7.71e-05,0.837320117,0.493055147
0.390345867,1.509924431,3.2,0.115735913,1.784534383,0.000249043,0.999750957,1.47e-20,0.152579334,0.001303917,0.846116749,0.370354922
0.394172786,1.509924431,2.6,0.115737116,1.7883601,0.000267386,0.999732614,1.57e-20,0.153744578,0.001948713,0.844306709,0.300916503
0.409480467,1.460687764,3.2,0.115739839,1.754428392,0.000308908,0.999691092,1.88e-20,0.162802176,0.004625933,0.832571891,0.370367486
0.417134308,1.312977767,2.7,0.115766057,1.614346017,0.000708575,0.999291425,1.82e-20,0.180207917,0.006473407,0.813318677,0.312568353
0.397999706,1.542748875,3.9,0.11573304,1.825015542,0.000205225,0.999794775,1.88e-20,0.15212341,0.002541939,0.845334651,0.451358856
0.420961228,1.477099986,4.2,0.115737874,1.782323342,0.000278951,0.999721049,1.9e-20,0.164749793,0.006500477,0.82874973,0.486099072
0.382692025,1.345802211,4.1,0.115959603,1.612534633,0.003653438,0.996346562,1.93e-20,0.165298025,0.000113878,0.834588097,0.475434369
0.397999706,1.493512208,3.6,0.115736271,1.775775644,0.000254507,0.999745493,1.45e-20,0.156338378,0.002613816,0.841047806,0.416650578
0.367384344,1.4114511,4.3,0.121851435,1.656984008,0.08882267,0.91117733,1.85e-20,0.148142875,3.77e-05,0.851819385,0.523961169
0.420961228,1.312977767,3.9,0.115759457,1.618179536,0.000607985,0.999392015,1.87e-20,0.181438029,0.007170073,0.811391898,0.451461883
0.420961228,1.526336653,3.3,0.115735236,1.831562644,0.000238711,0.999761289,1.88e-20,0.160323241,0.006324618,0.833352142,0.381926278
0.405653547,1.444275542,3.5,0.115740608,1.734188483,0.000320624,0.999679376,1.91e-20,0.16316201,0.004012978,0.832825012,0.405092125
0.405653547,1.444275542,3.9,0.11574012,1.734188969,0.000313188,0.999686812,1.88e-20,0.163162461,0.004012762,0.832824777,0.451386467
0.409480467,1.493512208,3.2,0.115737168,1.787255508,0.000268185,0.999731815,1.84e-20,0.159814572,0.004539824,0.835645604,0.370358939
0.405653547,1.395038878,2.7,0.115748984,1.684943439,0.00044833,0.99955167,1.79e-20,0.167921895,0.004134067,0.827944039,0.312522256
0.375038186,1.509924431,4.0,0.118834197,1.766128419,0.04626213,0.95373787,1.48e-20,0.145026527,3.88e-05,0.854934678,0.475336789
0.375038186,1.362214433,3.4,0.118907695,1.618344922,0.047324537,0.952675463,1.78e-20,0.158189851,7.71e-05,0.841733065,0.404286161
0.382692025,1.526336653,3.3,0.115892503,1.793136175,0.002633613,0.997366387,1.5e-20,0.148715546,7.38e-05,0.851210674,0.382445261
0.367384344,1.477099986,4.3,0.121837345,1.722646986,0.088628817,0.911371183,1.44e-20,0.142510477,3e-05,0.857459479,0.523900583
0.405653547,1.444275542,3.1,0.115741447,1.734187642,0.000333427,0.999666573,1.84e-20,0.163161235,0.00401335,0.832825415,0.358798486
0.386518944,1.559161097,3.2,0.115733889,1.829946156,0.000218171,0.999781829,1.84e-20,0.147335984,0.000638347,0.85202567,0.370348444
0.394172786,1.444275542,3.2,0.115741025,1.722707303,0.000326995,0.999673005,1.88e-20,0.159599816,0.002024716,0.838375469,0.370371281
0.409480467,1.542748875,3.6,0.115733522,1.836495819,0.000212585,0.999787415,1.46e-20,0.155533112,0.004416582,0.840050306,0.416640681
0.382692025,1.477099986,4.0,0.115882421,1.743909592,0.002480274,0.997519726,1.88e-20,0.152923651,7.14e-05,0.84700491,0.463529683
0.363557425,1.444275542,3.3,0.123366526,1.684466442,0.109409079,0.890590921,1.74e-20,0.14255339,3.83e-05,0.857408321,0.407109536
0.397999706,1.559161097,3.6,0.115732374,1.841428431,0.000195072,0.999804928,1.5e-20,0.150768153,0.002519006,0.846712841,0.416636544
0.367384344,1.312977767,4.0,0.121888676,1.558473433,0.089334829,0.910665171,1.74e-20,0.157464757,5.84e-05,0.842476835,0.487554706
0.363557425,1.444275542,4.1,0.123349182,1.684483786,0.109176275,0.890823725,1.78e-20,0.142570096,3.04e-05,0.857399493,0.505731647
0.413307386,1.444275542,2.6,0.115743717,1.741839214,0.000368032,0.999631968,1.83e-20,0.165507607,0.005325423,0.82916697,0.300933664
0.390345867,1.444275542,4.2,0.115740144,1.718881264,0.000313564,0.999686436,1.99e-20,0.158402796,0.001355604,0.8402416,0.486108606
0.409480467,1.378626656,2.7,0.115751748,1.672355372,0.000490478,0.999509522,1.81e-20,0.170779335,0.004858405,0.82436226,0.312529719
0.413307386,1.427863322,4.3,0.115741762,1.725428947,0.000338226,0.999661774,1.93e-20,0.167083722,0.005375205,0.827541073,0.497689578
0.367384344,1.329389989,3.2,0.121910398,1.574863936,0.089633398,0.910366602,1.73e-20,0.155801587,6.84e-05,0.84413006,0.390113272
0.397999706,1.460687764,3.1,0.115739683,1.742947789,0.000306527,0.999693473,1.88e-20,0.159279506,0.002664544,0.83805595,0.358793017
0.363557425,1.4114511,4.2,0.12335437,1.651654153,0.109245921,0.890754079,1.8e-20,0.145398392,3.34e-05,0.85456819,0.518088356
0.420961228,1.329389989,3.5,0.115757346,1.634593869,0.000575804,0.999424196,1.88e-20,0.179618337,0.007097084,0.813284579,0.405150711
0.394172786,1.493512208,3.7,0.115736186,1.771948808,0.000253207,0.999746793,1.47e-20,0.155169443,0.00196636,0.842864197,0.428223889
0.363557425,1.559161097,2.5,0.12337415,1.799344372,0.109511383,0.890488617,1.65e-20,0.133444687,3.91e-05,0.866516228,0.308435375
0.378865106,1.444275542,4.2,0.117350561,1.705790086,0.024531592,0.975468408,1.85e-20,0.153256795,5.31e-05,0.846690079,0.492872358
0.386518944,1.345802211,2.7,0.115764843,1.616556314,0.000690077,0.999309923,1.83e-20,0.166750937,0.00073726,0.832511803,0.312565075
0.386518944,1.378626656,3.1,0.115753826,1.649391775,0.000522144,0.999477856,1.89e-20,0.163443113,0.000717473,0.835839414,0.358836858
0.420961228,1.559161097,4.3,0.11573272,1.864389606,0.000200348,0.999799652,1.96e-20,0.157502755,0.006212226,0.836285019,0.497650694
0.417134308,1.312977767,4.0,0.115758887,1.614353186,0.000599293,0.999400707,1.89e-20,0.180214956,0.00646998,0.813315064,0.463035547
0.386518944,1.542748875,2.8,0.115735845,1.813531975,0.000248001,0.999751999,1.82e-20,0.14866761,0.00064495,0.850687441,0.324060367
0.409480467,1.378626656,4.2,0.115747243,1.672359878,0.0004218,0.9995782,1.91e-20,0.17078363,0.004856331,0.824360039,0.486138422
0.378865106,1.509924431,3.0,0.117385079,1.771404458,0.025043403,0.974956597,1.46e-20,0.147545635,6.61e-05,0.852388298,0.352155236
0.375038186,1.542748875,4.1,0.118824866,1.798962194,0.046127151,0.953872849,1.51e-20,0.142388729,3.41e-05,0.857577152,0.48718195
0.413307386,1.378626656,2.8,0.115751387,1.676182656,0.000484971,0.999515029,1.62e-20,0.171982511,0.005537522,0.822479967,0.324103883
0.375038186,1.477099986,3.0,0.118885251,1.733252922,0.047000245,0.952999755,1.42e-20,0.147725329,6.21e-05,0.852212605,0.356655753
0.420961228,1.4114511,3.6,0.115744664,1.716667664,0.000382467,0.999617533,1.68e-20,0.171043833,0.00675212,0.822204046,0.416680789
0.420961228,1.4114511,3.8,0.115744347,1.716667981,0.000377645,0.999622355,1.75e-20,0.171044127,0.006751978,0.822203895,0.439828519
0.363557425,1.559161097,4.3,0.123329683,1.799388839,0.108914464,0.891085536,1.74e-20,0.133485008,2.02e-05,0.866494814,0.530317636
0.378865106,1.444275542,3.3,0.117390464,1.705750183,0.025123225,0.974876775,1.78e-20,0.15321909,7.1e-05,0.846709885,0.387388531
0.413307386,1.460687764,3.6,0.115739335,1.758255817,0.000301217,0.999698783,1.87e-20,0.163966683,0.005273793,0.830759523,0.416661606
0.397999706,1.395038878,3.9,0.115745071,1.677293511,0.000388675,0.999611325,1.9e-20,0.165508511,0.0027713,0.831720189,0.451405775
0.367384344,1.493512208,3.1,0.121863997,1.739032556,0.08899546,0.91100454,1.41e-20,0.141140659,4.15e-05,0.858817854,0.377778389
0.371211264,1.312977767,4.2,0.120390219,1.563798811,0.068477461,0.931522539,1.78e-20,0.160327051,6.51e-05,0.839607855,0.505638922
0.417134308,1.509924431,3.7,0.115735693,1.811323044,0.000245689,0.999754311,1.89e-20,0.160640327,0.005756614,0.833603059,0.428222064
0.367384344,1.542748875,2.8,0.121865997,1.788267222,0.089022969,0.910977031,1.42e-20,0.137252793,4.12e-05,0.862706007,0.341224792
0.367384344,1.460687764,4.3,0.121840492,1.706231617,0.088672122,0.911327878,1.43e-20,0.143878291,3.17e-05,0.856089965,0.523914117
0.409480467,1.493512208,3.9,0.115736351,1.787256325,0.000255722,0.999744278,1.95e-20,0.159815306,0.004539472,0.835645222,0.451371769
0.405653547,1.477099986,3.4,0.115737942,1.767015592,0.000279986,0.999720014,1.91e-20,0.160133496,0.003937272,0.835929232,0.393509003
0.417134308,1.526336653,3.6,0.115734744,1.827736217,0.000231214,0.999768786,1.95e-20,0.159198685,0.005704522,0.835096793,0.416645078
0.420961228,1.312977767,3.4,0.115761186,1.618177808,0.000634341,0.999365659,1.87e-20,0.181436337,0.007170898,0.811392765,0.393588033
0.390345867,1.395038878,3.0,0.115748062,1.669636681,0.00043428,0.99956572,1.86e-20,0.163066389,0.001399215,0.835534397,0.347244186
0.375038186,1.460687764,2.8,0.118905904,1.716820047,0.047298664,0.952701336,1.4e-20,0.149118076,7.19e-05,0.850810059,0.332936531
0.394172786,1.312977767,4.1,0.115758044,1.591392508,0.000586443,0.999413557,1.89e-20,0.172750423,0.002199968,0.825049609,0.474607981
0.363557425,1.460687764,4.0,0.123347718,1.700897469,0.109156623,0.890843377,1.41e-20,0.141195812,2.95e-05,0.858774729,0.493390872
0.367384344,1.378626656,2.9,0.121907538,1.624103461,0.089594099,0.910405901,1.69e-20,0.151081107,6.49e-05,0.84885396,0.353531861
0.390345867,1.477099986,2.5,0.115740726,1.751705128,0.000322427,0.999677573,1.76e-20,0.155434022,0.001330456,0.843235522,0.289351814
0.378865106,1.362214433,4.0,0.117392469,1.623687069,0.025152948,0.974847052,1.84e-20,0.160960789,7.56e-05,0.838963652,0.469569878
0.363557425,1.444275542,3.4,0.123363613,1.684469356,0.109369972,0.890630028,1.74e-20,0.142556197,3.7e-05,0.857406838,0.419436283
0.413307386,1.542748875,2.5,0.115735635,1.840320628,0.000244808,0.999755192,1.86e-20,0.156658519,0.005037083,0.838304398,0.289339089
0.382692025,1.378626656,3.0,0.116006943,1.645311736,0.004372251,0.995627749,1.88e-20,0.161954251,0.000133623,0.837912126,0.348020831
0.363557425,1.460687764,3.1,0.123369569,1.700875619,0.109449919,0.890550081,1.37e-20,0.14117495,3.93e-05,0.858785762,0.382445667
0.371211264,1.477099986,3.2,0.12036719,1.727944061,0.068152865,0.931847135,1.41e-20,0.145120381,4.87e-05,0.854830906,0.385175008
0.401826628,1.526336653,3.1,0.115734849,1.812428431,0.00023282,0.99976718,1.44e-20,0.154651138,0.003198835,0.842150028,0.358778033
0.417134308,1.427863322,3.6,0.115742635,1.729254994,0.000351536,0.999648464,1.86e-20,0.16825701,0.006032886,0.825710104,0.416673486
0.397999706,1.559161097,3.8,0.115732249,1.841428556,0.000193175,0.999806825,1.5e-20,0.150768262,0.002518954,0.846712784,0.439782547
0.401826628,1.526336653,2.9,0.115735228,1.812428053,0.000238595,0.999761405,1.43e-20,0.154650801,0.003198995,0.842150204,0.335632161
0.386518944,1.378626656,3.6,0.115751745,1.649393856,0.000490428,0.999509572,1.97e-20,0.163445133,0.000716507,0.83583836,0.416706283
0.371211264,1.509924431,3.7,0.120341704,1.760793992,0.067793481,0.932206519,1.46e-20,0.142438517,3.67e-05,0.857524752,0.445264303
0.413307386,1.4114511,3.7,0.115744039,1.709014447,0.000372939,0.999627061,1.87e-20,0.168686153,0.005427852,0.825885996,0.428252944
0.378865106,1.345802211,3.2,0.117451555,1.607215761,0.026028237,0.973971763,1.81e-20,0.162545482,0.00010446,0.837350058,0.375844975
0.382692025,1.526336653,2.9,0.115921563,1.793107117,0.00307543,0.99692457,1.48e-20,0.148689351,8.62e-05,0.851224469,0.336172533
0.382692025,1.493512208,2.8,0.115948447,1.760255789,0.003483969,0.996516031,1.45e-20,0.151437355,9.95e-05,0.848463172,0.32465565
0.417134308,1.4114511,3.3,0.115745088,1.712840319,0.000388934,0.999611066,1.85e-20,0.169866941,0.006091797,0.824041263,0.381958789
0.420961228,1.477099986,2.9,0.115739731,1.782321483,0.000307252,0.999692748,1.79e-20,0.164748126,0.006501281,0.828750593,0.335645219
0.363557425,1.444275542,3.6,0.123358514,1.684474453,0.109301541,0.890698459,1.76e-20,0.142561108,3.46e-05,0.857404243,0.44409065
0.413307386,1.559161097,3.9,0.115732595,1.856735889,0.000198451,0.999801549,1.97e-20,0.155276403,0.004991298,0.839732299,0.451357122
0.363557425,1.477099986,2.5,0.123393172,1.717264239,0.109766599,0.890233401,1.35e-20,0.139803395,4.94e-05,0.860147177,0.308482928
0.409480467,1.559161097,4.1,0.115732402,1.852909164,0.000195497,0.999804503,1.6e-20,0.154156444,0.004376997,0.841466559,0.474502847
0.401826628,1.329389989,4.2,0.115754459,1.615462156,0.0005318,0.9994682,1.91e-20,0.173485652,0.003598142,0.822916206,0.486168728
0.382692025,1.362214433,2.5,0.116102887,1.628803569,0.005827244,0.994172756,1.8e-20,0.163491711,0.000180044,0.836328246,0.290257219
0.386518944,1.493512208,4.0,0.115737529,1.764293625,0.000273677,0.999726323,1.5e-20,0.152814978,0.000663679,0.846521343,0.462950114
0.367384344,1.378626656,3.4,0.121883111,1.624127889,0.089258316,0.910741684,1.75e-20,0.151105381,5.34e-05,0.848841194,0.414402578
0.363557425,1.312977767,3.3,0.123404337,1.553130853,0.109916362,0.890083638,1.7e-20,0.154564996,6.02e-05,0.845374852,0.407234311
0.367384344,1.559161097,2.9,0.121858313,1.804687128,0.088917281,0.911082719,1.43e-20,0.136011517,3.76e-05,0.863950916,0.353389108
0.378865106,1.460687764,2.8,0.117423014,1.722129856,0.025605552,0.974394448,1.41e-20,0.151728417,8.48e-05,0.848186773,0.328784439
0.397999706,1.444275542,3.6,0.115740245,1.726535006,0.000315095,0.999684905,1.88e-20,0.160793074,0.002690123,0.836516804,0.416664881
